,Sample,SampleMean,Individual_1,Individual_2,Chain
104,104,0.8188719768507574,0.8772682738052682,0.9329220544556065,1
105,105,0.8188719768507574,0.8212748457397492,0.7332546551828787,1
106,106,0.7702982598241629,0.9337484965303419,0.8733109291784051,1
107,107,0.7702982598241629,0.9337484965303419,0.8733109291784051,1
108,108,0.7702982598241629,0.72026950587212,0.5444248804985381,1
109,109,0.7702982598241629,0.8412104750627957,0.8705512587015821,1
110,110,0.7702982598241629,0.8412104750627957,0.8705512587015821,1
111,111,0.8730901870233325,0.8983246202424896,0.7673793099748677,1
112,112,0.8730901870233325,0.8983246202424896,0.7673793099748677,1
113,113,0.8730901870233325,0.8983246202424896,0.7673793099748677,1
114,114,0.8730901870233325,0.8288864584080516,0.8976637347564765,1
115,115,0.8730901870233325,0.9689896134925973,0.9840609128194213,1
116,116,0.7993724954576905,0.707665096875697,0.8777110928309997,1
117,117,0.7993724954576905,0.671122371897947,0.6529365237512861,1
118,118,0.7993724954576905,0.671122371897947,0.6529365237512861,1
119,119,0.642664646935693,0.732926379433662,0.752374956844459,1
120,120,0.642664646935693,0.6913706019627274,0.7419809507880497,1
121,121,0.642664646935693,0.6913706019627274,0.7419809507880497,1
122,122,0.8019350377554203,0.7129985755731811,0.841767631008483,1
123,123,0.8019350377554203,0.8627730743563814,0.9086700243158867,1
124,124,0.8019350377554203,0.6849054444445986,0.8389335242683691,1
125,125,0.8019350377554203,0.6849054444445986,0.8389335242683691,1
126,126,0.8019350377554203,0.6849054444445986,0.8389335242683691,1
127,127,0.8019350377554203,0.5204259886247288,0.6714376133144675,1
128,128,0.8019350377554203,0.5204259886247288,0.6714376133144675,1
129,129,0.8019350377554203,0.6597030811478743,0.6377864249522758,1
130,130,0.7519173218345891,0.6379165797773682,0.8572863028867455,1
131,131,0.7519173218345891,0.6379165797773682,0.8572863028867455,1
132,132,0.7519173218345891,0.6379165797773682,0.8572863028867455,1
133,133,0.7519173218345891,0.783675766273699,0.6212890590184152,1
134,134,0.7519173218345891,0.783675766273699,0.6212890590184152,1
135,135,0.7519173218345891,0.783675766273699,0.6212890590184152,1
136,136,0.7519173218345891,0.6500059843947941,0.7366708849000972,1
137,137,0.8051251333255555,0.9457812997678755,0.7996436544111727,1
138,138,0.8051251333255555,0.9457812997678755,0.7996436544111727,1
139,139,0.8051251333255555,0.9457812997678755,0.7996436544111727,1
140,140,0.8051251333255555,0.9457812997678755,0.7996436544111727,1
141,141,0.8051251333255555,0.9457812997678755,0.7996436544111727,1
142,142,0.8051251333255555,0.9457812997678755,0.7996436544111727,1
143,143,0.8051251333255555,0.8723893316208081,0.8318624419434513,1
144,144,0.8051251333255555,0.8723893316208081,0.8318624419434513,1
145,145,0.8051251333255555,0.9569705528003308,0.8403127535833279,1
146,146,0.8051251333255555,0.9569705528003308,0.8403127535833279,1
147,147,0.8051251333255555,0.9569705528003308,0.8403127535833279,1
148,148,0.8051251333255555,0.8442145981355009,0.39950554255084403,1
149,149,0.8051251333255555,0.760409795000553,0.8983269195947085,1
150,150,0.5999121395076519,0.6019880806142929,0.3645935889408275,1
151,151,0.5999121395076519,0.38011552572561735,0.7303915412724268,1
152,152,0.5999121395076519,0.38011552572561735,0.7303915412724268,1
153,153,0.5999121395076519,0.35455630409332706,0.7911030702913588,1
154,154,0.5999121395076519,0.5526336800182449,0.6532581406961251,1
155,155,0.7877472158456028,0.9248484912459944,0.9028750490464349,1
156,156,0.5640322536626338,0.4899271770611767,0.6232635461248265,1
157,157,0.5640322536626338,0.4899271770611767,0.6232635461248265,1
158,158,0.5640322536626338,0.4899271770611767,0.6232635461248265,1
159,159,0.6417741281423947,0.36889275906567204,0.6945043668818998,1
160,160,0.6417741281423947,0.36889275906567204,0.6945043668818998,1
161,161,0.6417741281423947,0.36889275906567204,0.6945043668818998,1
162,162,0.6417741281423947,0.36889275906567204,0.6945043668818998,1
163,163,0.6417741281423947,0.36889275906567204,0.6945043668818998,1
164,164,0.6417741281423947,0.6713098438824531,0.7414396089020298,1
165,165,0.6417741281423947,0.6713098438824531,0.7414396089020298,1
166,166,0.6417741281423947,0.6713098438824531,0.7414396089020298,1
167,167,0.6417741281423947,0.8040832079302912,0.6714039404221553,1
168,168,0.7242740573122178,0.8793386528765866,0.7872943175783048,1
169,169,0.7242740573122178,0.8793386528765866,0.7872943175783048,1
170,170,0.7242740573122178,0.639651442181889,0.8889290457376164,1
171,171,0.7623086749555752,0.8846795557084218,0.6753030382884068,1
172,172,0.7623086749555752,0.8846795557084218,0.6753030382884068,1
173,173,0.7623086749555752,0.9824779933593494,0.72699887871969,1
174,174,0.7966943676257991,0.8700801583707858,0.8949435698577458,1
175,175,0.7966943676257991,0.8700801583707858,0.8949435698577458,1
176,176,0.7966943676257991,0.7807120649076261,0.8385435914492942,1
177,177,0.7966943676257991,0.7807120649076261,0.8385435914492942,1
178,178,0.8332769753938251,0.7744772567085637,0.5964997496056565,1
179,179,0.5793897268836898,0.5719389292588322,0.47300729550315224,1
180,180,0.5408711487498019,0.6001291207731738,0.5072300638827971,1
181,181,0.2738253921232715,0.4341762941161935,0.48064650507642126,1
182,182,0.2738253921232715,0.4341762941161935,0.48064650507642126,1
183,183,0.2738253921232715,0.4014660175466856,0.6193611710780185,1
184,184,0.2738253921232715,0.4014660175466856,0.6193611710780185,1
185,185,0.2738253921232715,0.4014660175466856,0.6193611710780185,1
186,186,0.2738253921232715,0.4014660175466856,0.6193611710780185,1
187,187,0.2738253921232715,0.4014660175466856,0.6193611710780185,1
188,188,0.7424384253562433,0.691713504030222,0.7157965674206103,1
189,189,0.7424384253562433,0.691713504030222,0.7157965674206103,1
190,190,0.7424384253562433,0.691713504030222,0.7157965674206103,1
191,191,0.8185771100832493,0.6860932424935773,0.8504747966359567,1
192,192,0.8185771100832493,0.6860932424935773,0.8504747966359567,1
193,193,0.6442503225977992,0.6443733581886909,0.6591644896506466,1
194,194,0.6442503225977992,0.4918109778348143,0.9111992126998544,1
195,195,0.6442503225977992,0.6788352815572551,0.6800154002942906,1
196,196,0.6442503225977992,0.6788352815572551,0.6800154002942906,1
197,197,0.6442503225977992,0.6788352815572551,0.6800154002942906,1
198,198,0.6442503225977992,0.6788352815572551,0.6800154002942906,1
199,199,0.6442503225977992,0.6788352815572551,0.6800154002942906,1
200,200,0.6442503225977992,0.7003184476755568,0.6128530111199979,1
201,201,0.6442503225977992,0.483374685818218,0.7508072857584431,1
202,202,0.36314822727499474,0.28882006405041344,0.47432724787282304,1
203,203,0.36314822727499474,0.28882006405041344,0.47432724787282304,1
204,204,0.36314822727499474,0.28882006405041344,0.47432724787282304,1
205,205,0.36314822727499474,0.2792817468542053,0.37190701617590244,1
206,206,0.36314822727499474,0.2792817468542053,0.37190701617590244,1
207,207,0.5237429300182675,0.7286016610406422,0.41802495929021666,1
208,208,0.5237429300182675,0.37826563341572594,0.41557977680116154,1
209,209,0.5237429300182675,0.6899179694447438,0.3694846834731552,1
210,210,0.6307334410703265,0.5127895785934811,0.8219229643756307,1
211,211,0.6288968200677975,0.8126294546984052,0.7762520914195177,1
212,212,0.6288968200677975,0.8126294546984052,0.7762520914195177,1
213,213,0.7580597654307498,0.8868372054122234,0.7650625742345943,1
214,214,0.7580597654307498,0.8868372054122234,0.7650625742345943,1
215,215,0.7438449458389181,0.880373870518382,0.7253990953074376,1
216,216,0.7438449458389181,0.880373870518382,0.7253990953074376,1
217,217,0.7438449458389181,0.880373870518382,0.7253990953074376,1
218,218,0.6702643075219592,0.7180827356528242,0.643244546751093,1
219,219,0.6702643075219592,0.6524242024242223,0.5345610363405179,1
220,220,0.7136806255451374,0.5774669081096465,0.7816820001872623,1
221,221,0.3960813085478613,0.2841207751148879,0.4397305180490321,1
222,222,0.4556255176235826,0.6236936597821457,0.7144730190873962,1
223,223,0.4556255176235826,0.6236936597821457,0.7144730190873962,1
224,224,0.4556255176235826,0.6236936597821457,0.7144730190873962,1
225,225,0.5287196295481519,0.5994253452301355,0.3950495169947395,1
226,226,0.6884564099005321,0.5160611652958068,0.8110716627087573,1
227,227,0.6884564099005321,0.5160611652958068,0.8110716627087573,1
228,228,0.6884564099005321,0.7293967808322269,0.712970538937752,1
229,229,0.6884564099005321,0.5731872196872632,0.5393494193909636,1
230,230,0.6720322971308812,0.40030493457212973,0.4580680686385611,1
231,231,0.6720322971308812,0.728043586417002,0.8232531311820849,1
232,232,0.35832564283189583,0.6111667336774914,0.21231717512619838,1
233,233,0.35832564283189583,0.6111667336774914,0.21231717512619838,1
234,234,0.35832564283189583,0.2540705066707153,0.6648594613186658,1
235,235,0.6996152360475915,0.8920369518978757,0.6829162663523943,1
236,236,0.6996152360475915,0.8920369518978757,0.6829162663523943,1
237,237,0.6996152360475915,0.8920369518978757,0.6829162663523943,1
238,238,0.7375488075682912,0.8857984617595458,0.9731954562665139,1
239,239,0.7274331828253945,0.9631653161083629,0.6398942730531636,1
240,240,0.7274331828253945,0.7320511935183932,0.647012368628254,1
241,241,0.7274331828253945,0.853962722980887,0.8162704746262996,1
242,242,0.7274331828253945,0.853962722980887,0.8162704746262996,1
243,243,0.7274331828253945,0.853962722980887,0.8162704746262996,1
244,244,0.7274331828253945,0.8346142851357192,0.9262348530099883,1
245,245,0.7274331828253945,0.6774145255221679,0.81986727992081,1
246,246,0.7274331828253945,0.6774145255221679,0.81986727992081,1
247,247,0.7274331828253945,0.6774145255221679,0.81986727992081,1
248,248,0.7274331828253945,0.7275282226696361,0.9381508681399731,1
249,249,0.8814685579028547,0.8674612610004732,0.6707357422497727,1
250,250,0.8814685579028547,0.8730578570898984,0.9346266490654744,1
251,251,0.8814685579028547,0.9829270285497111,0.813062062135215,1
252,252,0.8814685579028547,0.8004500844648371,0.6635503915571046,1
253,253,0.8814685579028547,0.8004500844648371,0.6635503915571046,1
254,254,0.8814685579028547,0.8004500844648371,0.6635503915571046,1
255,255,0.8814685579028547,0.9921931223234811,0.9515246952171363,1
256,256,0.8814685579028547,0.7603518168305903,0.9455478558932862,1
257,257,0.8814685579028547,0.9799579157648163,0.9107759666540579,1
258,258,0.8814685579028547,0.9799579157648163,0.9107759666540579,1
259,259,0.8934781320376195,0.9431435571925102,0.952929166638782,1
260,260,0.8934781320376195,0.8902544513802442,0.9729575403927088,1
261,261,0.9151998956745503,0.7706200918122978,0.9074631513936012,1
262,262,0.9151998956745503,0.7706200918122978,0.9074631513936012,1
263,263,0.9151998956745503,0.7706200918122978,0.9074631513936012,1
264,264,0.9151998956745503,0.6203911361561991,0.9817879078048485,1
265,265,0.9151998956745503,0.6203911361561991,0.9817879078048485,1
266,266,0.9151998956745503,0.6203911361561991,0.9817879078048485,1
267,267,0.7780762607807452,0.9216040680230457,0.7339209535961173,1
268,268,0.7780762607807452,0.9216040680230457,0.7339209535961173,1
269,269,0.7780762607807452,0.6231713166962436,0.8447047776851109,1
270,270,0.37740366715668655,0.5030168404509782,0.8352312210761753,1
271,271,0.7738590297599983,0.6330117756661878,0.8955083348329331,1
272,272,0.7738590297599983,0.6330117756661878,0.8955083348329331,1
273,273,0.7738590297599983,0.6330117756661878,0.8955083348329331,1
274,274,0.7738590297599983,0.8224025347909305,0.949804880654909,1
275,275,0.7738590297599983,0.8224025347909305,0.949804880654909,1
276,276,0.7738590297599983,0.8224025347909305,0.949804880654909,1
277,277,0.6866862689786492,0.6295260600840822,0.7000678648821466,1
278,278,0.7192096075176156,0.5748629698166607,0.5730413242789542,1
279,279,0.7192096075176156,0.7599264237286678,0.7649699144919299,1
280,280,0.29086250996385593,0.28665807851206393,0.355088054607088,1
281,281,0.5853339242642827,0.8540900463399363,0.8055579475962651,1
282,282,0.5853339242642827,0.8540900463399363,0.8055579475962651,1
283,283,0.7982868721359592,0.5291277007038538,0.6448397851930002,1
284,284,0.5264563246462242,0.5845173705670178,0.7551120832784721,1
285,285,0.5264563246462242,0.5845173705670178,0.7551120832784721,1
286,286,0.4477317729803339,0.7917817639039041,0.42017297855277513,1
287,287,0.6238716789212508,0.7185012723128393,0.43728788102225313,1
288,288,0.6238716789212508,0.7185012723128393,0.43728788102225313,1
289,289,0.6169359190299241,0.47507735042604543,0.7604254321267491,1
290,290,0.6169359190299241,0.44894145665077945,0.839554239205699,1
291,291,0.5365701335141295,0.5937091287043422,0.5697400699158622,1
292,292,0.5365701335141295,0.5937091287043422,0.5697400699158622,1
293,293,0.5365701335141295,0.5937091287043422,0.5697400699158622,1
294,294,0.6818647827512093,0.7681380253405148,0.5251478658366495,1
295,295,0.6818647827512093,0.7681380253405148,0.5251478658366495,1
296,296,0.6818647827512093,0.7971968126995873,0.6049132460504806,1
297,297,0.6818647827512093,0.7971968126995873,0.6049132460504806,1
298,298,0.7399534260263656,0.7108043343210733,0.5552273262337887,1
299,299,0.7399534260263656,0.8686041304463231,0.6205745817962495,1
300,300,0.5295439239764173,0.6133451155860798,0.49716620884470064,1
301,301,0.5295439239764173,0.4224454196792901,0.45938186532308045,1
302,302,0.5295439239764173,0.5125609844836675,0.31118290599194665,1
303,303,0.5295439239764173,0.5125609844836675,0.31118290599194665,1
304,304,0.5295439239764173,0.7760696976061644,0.5815668500659724,1
305,305,0.5295439239764173,0.7760696976061644,0.5815668500659724,1
306,306,0.5295439239764173,0.6492642551898117,0.5212528409513012,1
307,307,0.8766976878631426,0.9371047314905687,0.7454153651570506,1
308,308,0.8766976878631426,0.9371047314905687,0.7454153651570506,1
309,309,0.8766976878631426,0.9371047314905687,0.7454153651570506,1
310,310,0.8766976878631426,0.8242490829370002,0.876095417578798,1
311,311,0.8766976878631426,0.9375331608565198,0.8758342995071445,1
312,312,0.8766976878631426,0.9375331608565198,0.8758342995071445,1
313,313,0.8766976878631426,0.9375331608565198,0.8758342995071445,1
314,314,0.8766976878631426,0.9375331608565198,0.8758342995071445,1
315,315,0.8766976878631426,0.9246220993271065,0.9034692046144961,1
316,316,0.8766976878631426,0.7049278909834028,0.8919261164990749,1
317,317,0.8794019934733421,0.8721606545900166,0.9705691421212718,1
318,318,0.8794019934733421,0.888865378280476,0.8566318244978494,1
319,319,0.8794019934733421,0.888865378280476,0.8566318244978494,1
320,320,0.8794019934733421,0.888865378280476,0.8566318244978494,1
321,321,0.8794019934733421,0.888865378280476,0.8566318244978494,1
322,322,0.8794019934733421,0.888865378280476,0.8566318244978494,1
323,323,0.5296933006038453,0.5380254563562344,0.7279371661958817,1
324,324,0.6098699709742509,0.5703278934409441,0.7624097280697858,1
325,325,0.6098699709742509,0.7452659395409925,0.6322845976899468,1
326,326,0.49927525244741483,0.5335375944766385,0.8102930652352023,1
327,327,0.49927525244741483,0.5335375944766385,0.8102930652352023,1
328,328,0.49927525244741483,0.5335375944766385,0.8102930652352023,1
329,329,0.49927525244741483,0.5335375944766385,0.8102930652352023,1
330,330,0.6439881949561358,0.6838904376647348,0.7522562270477235,1
331,331,0.6439881949561358,0.6838904376647348,0.7522562270477235,1
332,332,0.6439881949561358,0.6266608284961995,0.6987470844680276,1
333,333,0.6439881949561358,0.7429100200991727,0.8299711855354633,1
334,334,0.6439881949561358,0.7429100200991727,0.8299711855354633,1
335,335,0.6439881949561358,0.7429100200991727,0.8299711855354633,1
336,336,0.6439881949561358,0.5630925253574796,0.8244690185709306,1
337,337,0.6439881949561358,0.8739701954075054,0.7265304428397226,1
338,338,0.6439881949561358,0.6872205057267119,0.8705854950789964,1
339,339,0.6439881949561358,0.6872205057267119,0.8705854950789964,1
340,340,0.6439881949561358,0.6872205057267119,0.8705854950789964,1
341,341,0.6523491829034641,0.6476232570970244,0.730351507383177,1
342,342,0.6523491829034641,0.7256756288212561,0.5100140290150261,1
343,343,0.6523491829034641,0.8043885538702783,0.6291161061712011,1
344,344,0.6523491829034641,0.8491352921231075,0.4959600948336787,1
345,345,0.40657994902798605,0.4269068608477856,0.29575443807643614,1
346,346,0.40657994902798605,0.4269068608477856,0.29575443807643614,1
347,347,0.40657994902798605,0.4269068608477856,0.29575443807643614,1
348,348,0.38937562802669795,0.35016196832513796,0.5612356973498066,1
349,349,0.38937562802669795,0.35016196832513796,0.5612356973498066,1
350,350,0.38937562802669795,0.35016196832513796,0.5612356973498066,1
351,351,0.38937562802669795,0.35016196832513796,0.5612356973498066,1
352,352,0.38937562802669795,0.35016196832513796,0.5612356973498066,1
353,353,0.3582083136931051,0.340019152674536,0.26921052595293943,1
354,354,0.3582083136931051,0.340019152674536,0.26921052595293943,1
355,355,0.3582083136931051,0.340019152674536,0.26921052595293943,1
356,356,0.3582083136931051,0.340019152674536,0.26921052595293943,1
357,357,0.3582083136931051,0.340019152674536,0.26921052595293943,1
358,358,0.3582083136931051,0.340019152674536,0.26921052595293943,1
359,359,0.3582083136931051,0.340019152674536,0.26921052595293943,1
360,360,0.5894307940145036,0.27506030682031374,0.6356448830850735,1
361,361,0.5894307940145036,0.27506030682031374,0.6356448830850735,1
362,362,0.5894307940145036,0.6898098090993339,0.8528326504432857,1
363,363,0.5894307940145036,0.6898098090993339,0.8528326504432857,1
364,364,0.5894307940145036,0.6898098090993339,0.8528326504432857,1
365,365,0.5894307940145036,0.6898098090993339,0.8528326504432857,1
366,366,0.5894307940145036,0.6898098090993339,0.8528326504432857,1
367,367,0.5894307940145036,0.6898098090993339,0.8528326504432857,1
368,368,0.5894307940145036,0.5259289878689642,0.9007899659839733,1
369,369,0.5894307940145036,0.5259289878689642,0.9007899659839733,1
370,370,0.7084715818078126,0.6581979301222597,0.7078800203637496,1
371,371,0.5093812897451339,0.5604334211493427,0.5718883257640109,1
372,372,0.7286611833045404,0.9177036817846141,0.7268919139561232,1
373,373,0.7286611833045404,0.7196292734298986,0.7166593585322548,1
374,374,0.7286611833045404,0.7127254725487383,0.4388980173804048,1
375,375,0.7286611833045404,0.7127254725487383,0.4388980173804048,1
376,376,0.7286611833045404,0.8480913318333801,0.9735896973166395,1
377,377,0.7286611833045404,0.8480913318333801,0.9735896973166395,1
378,378,0.7773756510082606,0.8431817192565658,0.9006967894397468,1
379,379,0.7773756510082606,0.8431817192565658,0.9006967894397468,1
380,380,0.8215566927024204,0.9157102467312876,0.8811500251974058,1
381,381,0.8215566927024204,0.9157102467312876,0.8811500251974058,1
382,382,0.8215566927024204,0.9157102467312876,0.8811500251974058,1
383,383,0.8215566927024204,0.9157102467312876,0.8811500251974058,1
384,384,0.8215566927024204,0.9157102467312876,0.8811500251974058,1
385,385,0.8215566927024204,0.7309671403071181,0.9314644201420044,1
386,386,0.8760969677058467,0.8165910266215644,0.8443908532099912,1
387,387,0.8760969677058467,0.9609102521763826,0.8973255684029597,1
388,388,0.8760969677058467,0.9609102521763826,0.8973255684029597,1
389,389,0.8760969677058467,0.9609102521763826,0.8973255684029597,1
390,390,0.8760969677058467,0.9609102521763826,0.8973255684029597,1
391,391,0.8760969677058467,0.8762820166179834,0.822428577786289,1
392,392,0.8760969677058467,0.9710679950973081,0.9400748845976878,1
393,393,0.8760969677058467,0.7687449953670993,0.8199482960413702,1
394,394,0.8760969677058467,0.9047279123779631,0.9071822013672918,1
395,395,0.9453401255300664,0.9928412530771286,0.9176036058075814,1
396,396,0.8295693148384888,0.75548224635527,0.5087672893891435,1
397,397,0.6154687319137283,0.7804575118016057,0.8499728765365457,1
398,398,0.6154687319137283,0.7804575118016057,0.8499728765365457,1
399,399,0.6154687319137283,0.7804575118016057,0.8499728765365457,1
400,400,0.3905711708642297,0.37964487392317864,0.2202506961892174,1
401,401,0.3905711708642297,0.37964487392317864,0.2202506961892174,1
402,402,0.3905711708642297,0.21492182855935935,0.27744123268195203,1
403,403,0.4680331530846656,0.47406725714133374,0.3067475818343622,1
404,404,0.4680331530846656,0.47406725714133374,0.3067475818343622,1
405,405,0.4680331530846656,0.47406725714133374,0.3067475818343622,1
406,406,0.4680331530846656,0.33939752219336716,0.42129325532327677,1
407,407,0.4680331530846656,0.33939752219336716,0.42129325532327677,1
408,408,0.4680331530846656,0.33939752219336716,0.42129325532327677,1
409,409,0.4680331530846656,0.43236801108581796,0.49581576194115523,1
410,410,0.7289160603969201,0.5352702626618727,0.8567575505084433,1
411,411,0.7289160603969201,0.5352702626618727,0.8567575505084433,1
412,412,0.7289160603969201,0.768057279999828,0.46225630945970053,1
413,413,0.7289160603969201,0.8384557718166392,0.6322573822090392,1
414,414,0.7289160603969201,0.8384557718166392,0.6322573822090392,1
415,415,0.7289160603969201,0.7476427778235333,0.893912221662597,1
416,416,0.7289160603969201,0.7537346694734919,0.9100264985817895,1
417,417,0.7289160603969201,0.9000920837344877,0.8035180832751311,1
418,418,0.7289160603969201,0.8298348756029862,0.8761316924285035,1
419,419,0.7289160603969201,0.8302566525513285,0.8640642613777111,1
420,420,0.7289160603969201,0.6672382254126096,0.6138736299509623,1
421,421,0.7289160603969201,0.7801362189684413,0.7329137536882556,1
422,422,0.7289160603969201,0.7801362189684413,0.7329137536882556,1
423,423,0.7289160603969201,0.7801362189684413,0.7329137536882556,1
424,424,0.7289160603969201,0.5918509580909924,0.7117781055948132,1
